transaction_id,user_id,date,category,amount
TXN0038704,U07611,2025-06-07,Food & Drink,4.92
TXN0038705,U07822,2025-08-14,Stocks,2994.36
TXN0038706,U06395,2025-06-08,Food & Drink,64.67
TXN0038707,U00372,2025-05-06,Transport,12.53
TXN0038708,U06626,2024-07-28,Entertainment,24.5
TXN0038709,U03624,2025-07-10,Transfer,487.37
TXN0038710,U00635,2025-03-22,Transfer,207.92
TXN0038711,U01066,2025-12-10,Crypto,319.84
TXN0038712,U05266,2025-04-26,Transfer,700.93
TXN0038713,U01195,2025-03-09,Shopping,68.5
TXN0038714,U04690,2024-09-28,Food & Drink,34.18
TXN0038715,U03002,2025-10-26,Food & Drink,54.81
TXN0038716,U04977,2025-12-25,Transport,12.96
TXN0038717,U02098,2025-06-15,Shopping,22.04
TXN0038718,U01329,2025-08-13,Stocks,3141.54
TXN0038719,U01559,2025-10-13,Shopping,82.52
TXN0038720,U00743,2024-04-17,Transfer,500.91
TXN0038721,U07764,2025-09-29,Shopping,91.76
TXN0038722,U04354,2025-02-26,Shopping,196.42
TXN0038723,U07625,2025-12-26,Shopping,113.0
TXN0038724,U01572,2025-04-27,Food & Drink,33.91
TXN0038725,U02314,2025-10-20,Transport,4.77
TXN0038726,U07160,2025-02-22,Transfer,1760.99
TXN0038727,U01422,2025-02-26,Bills,445.62
TXN0038728,U07676,2025-07-20,Bills,281.24
TXN0038729,U05467,2025-12-14,Food & Drink,16.8
TXN0038730,U04011,2025-10-05,Shopping,13.91
TXN0038731,U00841,2024-11-18,Transport,54.91
TXN0038732,U05070,2025-05-28,Transport,46.59
TXN0038733,U04991,2025-10-22,Transport,55.85
TXN0038734,U03790,2024-08-15,Entertainment,118.56
TXN0038735,U01268,2025-11-17,Shopping,54.71
TXN0038736,U07393,2025-04-29,Shopping,36.89
TXN0038737,U06567,2025-03-10,Food & Drink,46.96
TXN0038738,U01083,2025-07-13,Shopping,112.69
TXN0038739,U00614,2025-12-18,Bills,400.42
TXN0038740,U02906,2025-05-24,Bills,249.69
TXN0038741,U07897,2024-09-08,Food & Drink,56.98
TXN0038742,U05205,2025-12-10,Shopping,130.67
TXN0038743,U06588,2025-01-29,Entertainment,131.54
TXN0038744,U04039,2025-07-31,Food & Drink,9.86
TXN0038745,U04764,2024-09-15,Shopping,134.15
TXN0038746,U03441,2025-04-28,Food & Drink,52.54
TXN0038747,U00823,2025-07-01,Food & Drink,31.48
TXN0038748,U04062,2025-01-23,Food & Drink,58.08
TXN0038749,U05138,2025-09-12,Transport,14.99
TXN0038750,U00205,2025-07-20,Crypto,218.68
TXN0038751,U05443,2025-12-01,Food & Drink,74.08
TXN0038752,U01326,2025-09-18,Food & Drink,3.03
TXN0038753,U05317,2025-03-11,Shopping,199.89
TXN0038754,U01134,2025-02-04,Shopping,135.49
TXN0038755,U06786,2025-12-03,Transport,35.59
TXN0038756,U04799,2025-05-17,Bills,379.24
TXN0038757,U00935,2025-04-05,Crypto,589.51
TXN0038758,U00292,2025-11-09,Shopping,151.21
TXN0038759,U00765,2024-08-08,Shopping,41.77
TXN0038760,U07345,2025-12-03,Bills,312.72
TXN0038761,U00932,2025-11-03,Shopping,30.05
TXN0038762,U03690,2025-03-22,Shopping,46.47
TXN0038763,U05776,2025-07-21,Shopping,151.05
TXN0038764,U05145,2025-12-22,Bills,180.24
TXN0038765,U04696,2025-12-29,Transfer,1236.18
TXN0038766,U03009,2025-02-02,Entertainment,39.45
TXN0038767,U04119,2025-05-17,Transfer,1591.7
TXN0038768,U01557,2025-12-03,Shopping,144.33
TXN0038769,U05795,2024-06-17,Shopping,142.57
TXN0038770,U00617,2025-12-01,Transport,23.69
TXN0038771,U06589,2025-11-13,Bills,422.24
TXN0038772,U06928,2025-04-07,Bills,350.12
TXN0038773,U05584,2025-11-17,Transfer,708.97
TXN0038774,U02395,2024-11-16,Transport,19.68
TXN0038775,U07784,2025-12-30,Bills,69.05
TXN0038776,U03492,2025-03-28,Bills,166.95
TXN0038777,U02741,2025-10-12,Travel,1551.96
TXN0038778,U03665,2025-11-29,Bills,335.86
TXN0038779,U00324,2025-12-19,Food & Drink,5.51
TXN0038780,U01941,2025-07-14,Shopping,176.08
TXN0038781,U06079,2025-10-18,Food & Drink,50.73
TXN0038782,U02252,2025-10-17,Transfer,1461.92
TXN0038783,U03183,2025-06-16,Transfer,274.85
TXN0038784,U03562,2024-11-11,Food & Drink,49.39
TXN0038785,U00423,2025-12-30,Food & Drink,77.62
TXN0038786,U05933,2025-07-27,Transfer,1181.24
TXN0038787,U04274,2025-06-03,Transfer,990.88
TXN0038788,U03219,2024-10-30,Food & Drink,10.02
TXN0038789,U02225,2024-04-28,Food & Drink,49.06
TXN0038790,U03829,2025-07-05,Bills,110.6
TXN0038791,U04969,2025-03-21,Food & Drink,50.77
TXN0038792,U01403,2025-09-12,Travel,1926.13
TXN0038793,U05387,2025-08-20,Shopping,169.24
TXN0038794,U07018,2025-10-26,Bills,28.9
TXN0038795,U07975,2025-12-18,Bills,76.12
TXN0038796,U06928,2025-08-30,Transport,2.45
TXN0038797,U01564,2025-04-10,Shopping,184.67
TXN0038798,U06264,2025-09-02,Entertainment,46.45
TXN0038799,U03907,2025-12-08,Shopping,58.27
TXN0038800,U04364,2025-12-30,Bills,492.33
TXN0038801,U06714,2024-06-07,Shopping,155.37
TXN0038802,U07353,2025-12-11,Food & Drink,11.66
TXN0038803,U01621,2024-10-14,Bills,210.98
TXN0038804,U05066,2025-05-08,Transfer,1883.16
TXN0038805,U01379,2025-12-07,Shopping,60.08
TXN0038806,U00316,2025-08-20,Travel,124.22
TXN0038807,U00607,2025-12-13,Bills,272.77
TXN0038808,U05545,2025-08-20,Bills,286.07
TXN0038809,U06003,2025-01-21,Shopping,191.82
TXN0038810,U05394,2025-03-02,Bills,420.29
TXN0038811,U05283,2025-09-27,Food & Drink,47.53
TXN0038812,U05920,2025-12-04,Entertainment,26.86
TXN0038813,U04519,2025-03-22,Entertainment,95.25
TXN0038814,U03809,2025-11-15,Shopping,13.81
TXN0038815,U06092,2025-11-17,Shopping,158.75
TXN0038816,U00499,2025-01-17,Stocks,930.12
TXN0038817,U03881,2025-07-10,Transfer,1895.02
TXN0038818,U03462,2024-10-16,Shopping,179.15
TXN0038819,U05395,2025-03-19,Transport,44.13
TXN0038820,U04641,2025-11-27,Food & Drink,16.92
TXN0038821,U03349,2025-06-10,Travel,1742.0
TXN0038822,U03824,2025-11-11,Shopping,134.63
TXN0038823,U02521,2024-11-10,Shopping,49.22
TXN0038824,U07584,2025-05-24,Shopping,166.74
TXN0038825,U05524,2024-04-19,Food & Drink,28.04
TXN0038826,U02753,2025-04-28,Transfer,358.67
TXN0038827,U00196,2025-11-20,Crypto,480.44
TXN0038828,U02216,2025-05-03,Travel,2978.31
TXN0038829,U02227,2025-05-11,Transport,57.86
TXN0038830,U00986,2025-09-07,Shopping,168.95
TXN0038831,U04014,2024-08-02,Shopping,119.5
TXN0038832,U00162,2025-05-10,Entertainment,136.39
TXN0038833,U05163,2025-10-30,Transfer,924.6
TXN0038834,U02105,2025-04-22,Entertainment,85.78
TXN0038835,U05282,2025-12-22,Food & Drink,73.16
TXN0038836,U06542,2024-10-10,Transport,41.66
TXN0038837,U00219,2025-12-29,Transport,26.49
TXN0038838,U04657,2024-12-23,Food & Drink,21.81
TXN0038839,U05832,2024-12-03,Bills,377.94
TXN0038840,U06196,2025-11-15,Transfer,1645.86
TXN0038841,U02316,2025-12-09,Bills,122.02
TXN0038842,U05322,2024-12-21,Shopping,159.01
TXN0038843,U02611,2025-12-04,Crypto,644.57
TXN0038844,U02587,2025-12-21,Food & Drink,10.11
TXN0038845,U03939,2025-12-11,Shopping,150.28
TXN0038846,U05737,2025-10-18,Bills,473.91
TXN0038847,U00113,2025-10-09,Food & Drink,44.0
TXN0038848,U06566,2025-01-21,Bills,461.81
TXN0038849,U07812,2025-09-07,Shopping,96.58
TXN0038850,U04779,2025-01-30,Transfer,1320.2
TXN0038851,U06273,2024-10-29,Food & Drink,39.13
TXN0038852,U06477,2024-07-22,Entertainment,78.26
TXN0038853,U07887,2024-03-24,Shopping,115.38
TXN0038854,U03402,2025-12-29,Bills,196.72
TXN0038855,U02647,2025-12-20,Entertainment,76.12
TXN0038856,U03048,2025-10-12,Entertainment,139.88
TXN0038857,U00990,2025-08-28,Stocks,2835.54
TXN0038858,U01006,2025-12-27,Food & Drink,42.84
TXN0038859,U06253,2025-07-31,Shopping,75.35
TXN0038860,U01556,2025-09-28,Bills,255.2
TXN0038861,U00841,2025-03-06,Shopping,171.29
TXN0038862,U07133,2025-04-18,Entertainment,103.03
TXN0038863,U02653,2025-01-14,Shopping,96.55
TXN0038864,U04473,2025-09-08,Entertainment,56.9
TXN0038865,U06345,2025-12-05,Food & Drink,19.86
TXN0038866,U01142,2025-05-09,Shopping,125.86
TXN0038867,U07098,2024-11-04,Food & Drink,78.49
TXN0038868,U07329,2024-05-24,Transfer,1537.74
TXN0038869,U02554,2025-02-24,Transport,24.83
TXN0038870,U06633,2025-06-05,Crypto,879.76
TXN0038871,U03809,2025-12-27,Shopping,156.12
TXN0038872,U05769,2025-10-19,Bills,137.99
TXN0038873,U06892,2024-11-22,Food & Drink,57.67
TXN0038874,U07434,2025-06-26,Food & Drink,27.4
TXN0038875,U01093,2025-10-21,Shopping,165.19
TXN0038876,U04526,2025-12-19,Transfer,116.42
TXN0038877,U07367,2025-12-03,Shopping,93.21
TXN0038878,U00758,2025-02-11,Shopping,11.74
TXN0038879,U06621,2024-03-12,Bills,394.49
TXN0038880,U04203,2025-05-21,Entertainment,33.93
TXN0038881,U05687,2025-02-22,Transfer,1978.43
TXN0038882,U01742,2025-11-22,Entertainment,135.48
TXN0038883,U01220,2025-10-12,Entertainment,12.98
TXN0038884,U06896,2025-08-08,Transfer,1983.32
TXN0038885,U00417,2025-10-27,Food & Drink,56.16
TXN0038886,U07264,2025-08-24,Transport,44.06
TXN0038887,U00526,2025-05-20,Travel,2445.15
TXN0038888,U02030,2025-12-22,Shopping,47.4
TXN0038889,U02932,2025-12-12,Stocks,3740.94
TXN0038890,U05218,2025-06-23,Food & Drink,56.71
TXN0038891,U04556,2025-06-15,Shopping,43.99
TXN0038892,U07889,2024-12-28,Entertainment,97.65
TXN0038893,U06243,2024-03-24,Food & Drink,76.51
TXN0038894,U02128,2025-05-03,Crypto,381.3
TXN0038895,U04696,2025-12-14,Crypto,845.93
TXN0038896,U03979,2025-04-23,Shopping,5.72
TXN0038897,U03286,2025-03-13,Food & Drink,23.0
TXN0038898,U03192,2025-12-17,Shopping,71.87
TXN0038899,U01696,2025-02-23,Shopping,113.44
TXN0038900,U07383,2025-04-22,Stocks,4076.51
TXN0038901,U02516,2025-07-31,Transfer,1902.6
TXN0038902,U06223,2024-10-31,Shopping,123.41
TXN0038903,U07743,2025-05-01,Crypto,882.84
TXN0038904,U05155,2024-06-29,Crypto,317.16
TXN0038905,U06726,2025-11-21,Crypto,486.95
TXN0038906,U03234,2025-09-28,Shopping,163.08
TXN0038907,U06057,2025-12-31,Entertainment,35.81
TXN0038908,U02903,2024-06-26,Stocks,4821.08
TXN0038909,U05255,2025-12-14,Transport,48.22
TXN0038910,U05443,2024-09-29,Food & Drink,26.44
TXN0038911,U01614,2025-05-09,Shopping,166.25
TXN0038912,U01131,2025-06-17,Food & Drink,10.08
TXN0038913,U06935,2025-10-06,Bills,64.32
TXN0038914,U07092,2025-08-13,Entertainment,70.97
TXN0038915,U06972,2025-04-12,Shopping,182.97
TXN0038916,U07504,2024-09-08,Transfer,683.26
TXN0038917,U04946,2025-10-31,Shopping,133.34
TXN0038918,U07465,2025-05-01,Shopping,149.65
TXN0038919,U02293,2025-10-04,Shopping,158.25
TXN0038920,U03721,2025-03-08,Stocks,4950.82
TXN0038921,U02900,2025-05-08,Food & Drink,54.03
TXN0038922,U01381,2024-08-08,Shopping,146.01
TXN0038923,U00252,2025-12-20,Stocks,4945.08
TXN0038924,U00778,2025-10-16,Shopping,72.95
TXN0038925,U00302,2025-11-30,Shopping,49.21
TXN0038926,U03291,2025-11-28,Shopping,196.02
TXN0038927,U06969,2024-06-12,Food & Drink,55.95
TXN0038928,U01706,2024-10-29,Stocks,1238.58
TXN0038929,U00738,2025-06-15,Food & Drink,43.43
TXN0038930,U00546,2025-09-26,Shopping,79.62
TXN0038931,U07643,2025-03-19,Bills,51.66
TXN0038932,U02147,2025-09-09,Transfer,196.24
TXN0038933,U05419,2025-12-30,Transfer,196.53
TXN0038934,U02950,2025-07-06,Transfer,1573.55
TXN0038935,U04791,2025-02-28,Shopping,89.18
TXN0038936,U07302,2024-11-06,Shopping,129.17
TXN0038937,U07111,2025-10-01,Stocks,3596.54
TXN0038938,U03441,2025-06-03,Shopping,112.17
TXN0038939,U02784,2025-11-01,Transfer,167.91
TXN0038940,U03311,2024-09-29,Transport,41.83
TXN0038941,U07955,2025-11-24,Transfer,1475.46
TXN0038942,U04481,2024-11-16,Transport,18.41
TXN0038943,U02745,2025-11-28,Transfer,991.64
TXN0038944,U05445,2025-09-01,Bills,36.31
TXN0038945,U02137,2025-07-10,Transport,28.82
TXN0038946,U07226,2025-10-07,Bills,290.84
TXN0038947,U00176,2025-12-13,Crypto,367.17
TXN0038948,U06927,2025-11-22,Transport,37.02
TXN0038949,U06142,2024-08-12,Bills,192.74
TXN0038950,U01524,2025-09-14,Shopping,65.02
TXN0038951,U06972,2025-01-16,Food & Drink,22.37
TXN0038952,U02979,2025-08-18,Entertainment,16.73
TXN0038953,U03806,2025-11-21,Food & Drink,19.89
TXN0038954,U01109,2025-03-22,Entertainment,111.76
TXN0038955,U07493,2025-09-26,Shopping,181.09
TXN0038956,U00642,2025-08-10,Bills,194.09
TXN0038957,U07372,2025-07-04,Food & Drink,44.8
TXN0038958,U04451,2025-12-09,Food & Drink,5.63
TXN0038959,U05233,2025-12-17,Entertainment,144.04
TXN0038960,U01622,2025-10-12,Food & Drink,74.66
TXN0038961,U00265,2025-12-22,Shopping,59.45
TXN0038962,U07388,2024-10-03,Transfer,449.41
TXN0038963,U04634,2025-09-12,Food & Drink,64.17
TXN0038964,U01284,2025-10-22,Shopping,134.53
TXN0038965,U02158,2025-04-27,Food & Drink,17.29
TXN0038966,U02008,2025-03-03,Shopping,151.44
TXN0038967,U06051,2024-12-05,Bills,484.45
TXN0038968,U06491,2025-12-21,Transfer,147.7
TXN0038969,U06685,2025-12-10,Entertainment,9.48
TXN0038970,U02393,2025-10-25,Food & Drink,79.79
TXN0038971,U07718,2025-08-08,Entertainment,127.67
TXN0038972,U05811,2025-07-23,Shopping,142.18
TXN0038973,U00334,2025-10-03,Food & Drink,17.6
TXN0038974,U02305,2025-02-07,Shopping,41.66
TXN0038975,U06436,2025-07-31,Bills,69.89
TXN0038976,U06365,2025-03-30,Food & Drink,15.06
TXN0038977,U05796,2025-05-06,Stocks,1633.24
TXN0038978,U00833,2025-09-28,Transfer,1319.49
TXN0038979,U00571,2025-03-24,Shopping,155.59
TXN0038980,U04460,2025-05-25,Food & Drink,22.17
TXN0038981,U01401,2025-07-10,Food & Drink,53.4
TXN0038982,U04803,2025-12-26,Shopping,99.25
TXN0038983,U00868,2025-07-19,Transport,47.39
TXN0038984,U06163,2024-04-28,Shopping,62.79
TXN0038985,U07317,2025-12-30,Transport,43.72
TXN0038986,U03469,2024-10-15,Transport,22.22
TXN0038987,U06962,2024-06-01,Transport,46.58
TXN0038988,U06505,2025-10-21,Shopping,35.67
TXN0038989,U01878,2025-02-24,Crypto,366.42
TXN0038990,U05277,2025-12-09,Entertainment,57.62
TXN0038991,U04865,2025-12-28,Stocks,2361.58
TXN0038992,U07363,2025-10-29,Food & Drink,51.07
TXN0038993,U02416,2025-10-04,Food & Drink,18.85
TXN0038994,U03014,2025-08-08,Shopping,6.63
TXN0038995,U02894,2025-10-26,Bills,297.92
TXN0038996,U02582,2025-05-21,Entertainment,139.26
TXN0038997,U07302,2024-03-08,Bills,174.95
TXN0038998,U06435,2025-04-04,Transport,27.74
TXN0038999,U00178,2025-12-22,Transfer,1106.54
TXN0039000,U06318,2025-09-08,Transfer,498.41
TXN0039001,U03049,2025-08-28,Shopping,100.22
TXN0039002,U01641,2025-12-16,Bills,491.23
TXN0039003,U06097,2025-03-09,Shopping,134.22
TXN0039004,U06736,2024-07-10,Crypto,191.74
TXN0039005,U00640,2024-11-27,Transfer,995.74
TXN0039006,U02722,2025-04-17,Shopping,134.5
TXN0039007,U00652,2024-05-28,Travel,1456.27
TXN0039008,U07609,2025-12-27,Food & Drink,69.4
TXN0039009,U00006,2025-12-28,Shopping,165.02
TXN0039010,U04836,2024-05-13,Food & Drink,43.04
TXN0039011,U01494,2025-08-10,Travel,2002.38
TXN0039012,U04145,2025-04-17,Food & Drink,38.33
TXN0039013,U07531,2024-08-17,Travel,1495.68
TXN0039014,U07856,2025-05-20,Shopping,104.57
TXN0039015,U00487,2025-12-16,Food & Drink,32.8
TXN0039016,U04879,2025-07-13,Transfer,1385.77
TXN0039017,U06431,2025-10-13,Entertainment,71.34
TXN0039018,U02020,2025-03-08,Transport,17.67
TXN0039019,U07387,2025-08-13,Bills,93.56
TXN0039020,U02444,2025-11-06,Transfer,337.64
TXN0039021,U00973,2025-06-06,Shopping,133.93
TXN0039022,U02156,2025-08-08,Entertainment,103.69
TXN0039023,U04881,2025-04-23,Shopping,162.46
TXN0039024,U03582,2025-12-21,Bills,30.29
TXN0039025,U07651,2024-12-24,Bills,427.06
TXN0039026,U00323,2025-08-09,Travel,2961.25
TXN0039027,U07253,2024-09-22,Bills,68.47
TXN0039028,U07389,2025-11-25,Transport,53.15
TXN0039029,U02110,2025-11-23,Food & Drink,61.1
TXN0039030,U05497,2025-02-03,Shopping,38.25
TXN0039031,U01990,2025-11-08,Shopping,173.49
TXN0039032,U00023,2025-12-31,Food & Drink,16.44
TXN0039033,U05355,2025-11-24,Shopping,142.27
TXN0039034,U06883,2025-05-12,Shopping,9.98
TXN0039035,U07456,2025-12-06,Shopping,82.15
TXN0039036,U00355,2025-11-15,Food & Drink,37.76
TXN0039037,U01706,2024-05-18,Shopping,32.15
TXN0039038,U02609,2024-06-19,Bills,365.05
TXN0039039,U05074,2025-11-16,Crypto,901.86
TXN0039040,U00472,2025-06-02,Shopping,69.77
TXN0039041,U02415,2025-10-27,Food & Drink,19.26
TXN0039042,U01368,2025-11-06,Shopping,157.97
TXN0039043,U01452,2025-12-07,Travel,2242.3
TXN0039044,U01130,2025-12-06,Food & Drink,54.12
TXN0039045,U05169,2025-12-05,Shopping,70.18
TXN0039046,U04561,2024-04-21,Entertainment,142.77
TXN0039047,U06658,2025-09-04,Food & Drink,30.49
TXN0039048,U07872,2025-12-08,Crypto,406.38
TXN0039049,U06575,2025-04-02,Shopping,180.35
TXN0039050,U06285,2025-12-30,Shopping,158.12
TXN0039051,U00588,2024-05-05,Entertainment,85.0
TXN0039052,U06043,2024-02-29,Entertainment,139.38
TXN0039053,U00952,2025-12-01,Transport,37.0
TXN0039054,U03012,2024-10-09,Shopping,22.17
TXN0039055,U05348,2025-11-30,Bills,105.11
TXN0039056,U00575,2025-08-20,Food & Drink,9.66
TXN0039057,U02347,2025-12-10,Stocks,1311.98
TXN0039058,U02839,2025-12-17,Transport,9.67
TXN0039059,U06544,2025-02-05,Travel,1910.73
TXN0039060,U03155,2024-09-05,Shopping,51.61
TXN0039061,U02016,2025-11-07,Bills,312.04
TXN0039062,U02786,2024-04-11,Food & Drink,66.03
TXN0039063,U01904,2025-12-24,Shopping,188.34
TXN0039064,U03799,2025-01-23,Food & Drink,4.36
TXN0039065,U06245,2024-03-15,Transport,10.0
TXN0039066,U07640,2025-10-18,Entertainment,41.79
TXN0039067,U04426,2025-08-26,Entertainment,62.89
TXN0039068,U05169,2025-09-05,Food & Drink,33.2
TXN0039069,U02247,2025-10-01,Travel,771.81
TXN0039070,U02430,2024-08-21,Crypto,978.92
TXN0039071,U03458,2025-02-15,Travel,1811.99
TXN0039072,U00268,2025-08-30,Shopping,172.83
TXN0039073,U06063,2025-08-29,Shopping,192.74
TXN0039074,U06978,2025-10-18,Transport,58.69
TXN0039075,U00862,2025-06-20,Food & Drink,33.77
TXN0039076,U01034,2025-12-02,Transport,40.23
TXN0039077,U05534,2025-04-05,Shopping,169.87
TXN0039078,U00198,2025-11-09,Transfer,1909.8
TXN0039079,U05016,2025-05-14,Transfer,295.56
TXN0039080,U00048,2025-03-31,Shopping,69.3
TXN0039081,U06511,2025-08-15,Food & Drink,78.15
TXN0039082,U03469,2025-02-11,Shopping,10.95
TXN0039083,U02571,2025-11-30,Transport,54.6
TXN0039084,U00951,2025-12-20,Entertainment,83.65
TXN0039085,U06047,2025-11-11,Shopping,113.93
TXN0039086,U06128,2025-12-03,Bills,284.1
TXN0039087,U06164,2025-11-25,Entertainment,10.51
TXN0039088,U02623,2025-05-12,Food & Drink,43.88
TXN0039089,U00077,2025-12-13,Food & Drink,18.18
TXN0039090,U07087,2025-12-07,Shopping,60.31
TXN0039091,U05797,2025-08-20,Food & Drink,28.31
TXN0039092,U05524,2025-12-26,Shopping,116.6
TXN0039093,U04526,2025-09-07,Transport,30.31
TXN0039094,U07854,2024-07-31,Food & Drink,24.51
TXN0039095,U01601,2024-04-15,Shopping,26.3
TXN0039096,U02302,2025-04-30,Crypto,654.24
TXN0039097,U06971,2025-08-19,Food & Drink,5.24
TXN0039098,U02751,2025-11-05,Travel,1025.38
TXN0039099,U03571,2025-08-29,Food & Drink,14.42
TXN0039100,U07314,2025-11-13,Shopping,42.65
TXN0039101,U04408,2024-03-21,Bills,26.34
TXN0039102,U02004,2025-12-15,Food & Drink,4.89
TXN0039103,U04971,2024-11-21,Transport,46.77
TXN0039104,U00569,2025-11-05,Shopping,48.72
TXN0039105,U05342,2024-10-25,Food & Drink,73.56
TXN0039106,U06552,2025-07-10,Crypto,131.57
TXN0039107,U03401,2025-11-13,Food & Drink,55.37
TXN0039108,U02584,2025-10-28,Transport,43.02
TXN0039109,U01948,2025-11-29,Food & Drink,56.91
TXN0039110,U07033,2025-09-12,Food & Drink,77.17
TXN0039111,U00060,2025-08-16,Travel,1707.6
TXN0039112,U03799,2025-09-29,Bills,325.23
TXN0039113,U04048,2024-11-11,Shopping,35.21
TXN0039114,U03979,2024-12-01,Bills,454.8
TXN0039115,U03903,2024-10-03,Transport,27.84
TXN0039116,U02058,2025-01-09,Entertainment,5.4
TXN0039117,U06168,2025-11-21,Shopping,147.82
TXN0039118,U01432,2025-06-27,Transport,53.09
TXN0039119,U00831,2024-09-26,Shopping,84.45
TXN0039120,U04248,2025-12-20,Transport,14.02
TXN0039121,U03460,2025-10-31,Shopping,161.57
TXN0039122,U06313,2025-12-28,Bills,82.51
TXN0039123,U03204,2025-11-04,Food & Drink,44.07
TXN0039124,U00832,2025-12-14,Food & Drink,16.43
TXN0039125,U02908,2025-12-22,Transport,36.43
TXN0039126,U03165,2025-05-11,Transport,20.01
TXN0039127,U00929,2025-03-28,Crypto,944.95
TXN0039128,U07066,2025-07-20,Shopping,165.44
TXN0039129,U07513,2025-12-23,Travel,2345.54
TXN0039130,U04911,2025-07-03,Shopping,194.67
TXN0039131,U01206,2024-11-23,Shopping,160.76
TXN0039132,U02462,2025-09-13,Transfer,1652.12
TXN0039133,U07011,2025-05-19,Transfer,1836.45
TXN0039134,U06617,2024-11-21,Shopping,12.64
TXN0039135,U03842,2024-07-18,Crypto,637.55
TXN0039136,U04322,2024-08-31,Food & Drink,40.39
TXN0039137,U01844,2025-05-08,Stocks,424.9
TXN0039138,U07391,2025-09-09,Bills,219.27
TXN0039139,U03980,2025-12-11,Shopping,186.78
TXN0039140,U02178,2025-01-27,Food & Drink,64.31
TXN0039141,U03575,2025-12-23,Bills,332.39
TXN0039142,U04689,2025-12-09,Bills,412.5
TXN0039143,U02669,2025-11-19,Shopping,33.94
TXN0039144,U04739,2025-10-29,Food & Drink,4.99
TXN0039145,U05201,2025-11-21,Shopping,38.16
TXN0039146,U01322,2025-10-05,Food & Drink,8.07
TXN0039147,U00978,2025-11-30,Transport,8.31
TXN0039148,U03586,2025-12-15,Entertainment,71.01
TXN0039149,U04630,2025-09-21,Crypto,184.58
TXN0039150,U07322,2025-10-30,Shopping,193.39
TXN0039151,U03681,2024-08-18,Stocks,2316.52
TXN0039152,U07088,2025-05-27,Stocks,1474.56
TXN0039153,U06928,2025-02-26,Food & Drink,66.94
TXN0039154,U00093,2025-12-09,Stocks,3107.88
TXN0039155,U07957,2025-12-02,Shopping,6.59
TXN0039156,U01823,2025-04-01,Shopping,13.23
TXN0039157,U04261,2025-11-29,Stocks,4028.97
TXN0039158,U07743,2025-11-06,Transfer,149.42
TXN0039159,U01978,2025-05-13,Food & Drink,32.45
TXN0039160,U04791,2025-12-30,Travel,2565.75
TXN0039161,U07964,2025-11-29,Food & Drink,76.54
TXN0039162,U02224,2024-09-21,Food & Drink,60.14
TXN0039163,U03692,2025-01-23,Shopping,109.29
TXN0039164,U07499,2025-12-27,Entertainment,103.4
TXN0039165,U03410,2025-02-04,Food & Drink,23.36
TXN0039166,U03220,2025-10-17,Entertainment,141.65
TXN0039167,U05461,2024-08-31,Shopping,84.13
TXN0039168,U06044,2025-08-11,Transfer,1018.37
TXN0039169,U03115,2024-08-22,Bills,274.43
TXN0039170,U02163,2025-08-13,Entertainment,71.24
TXN0039171,U03655,2025-06-04,Bills,229.48
TXN0039172,U04385,2025-12-27,Transport,22.89
TXN0039173,U01013,2025-11-28,Shopping,76.26
TXN0039174,U05520,2025-06-07,Food & Drink,15.57
TXN0039175,U04324,2025-06-12,Shopping,144.58
TXN0039176,U00143,2025-03-22,Stocks,351.15
TXN0039177,U00229,2025-08-22,Shopping,198.0
TXN0039178,U02163,2025-11-05,Transfer,61.39
TXN0039179,U07720,2025-10-08,Transfer,1356.1
TXN0039180,U07850,2025-12-30,Entertainment,59.36
TXN0039181,U01817,2024-11-14,Shopping,47.71
TXN0039182,U03505,2025-07-02,Bills,463.85
TXN0039183,U07723,2025-11-09,Shopping,138.05
TXN0039184,U07460,2025-08-26,Stocks,3666.26
TXN0039185,U04107,2025-12-28,Shopping,174.04
TXN0039186,U07000,2025-07-29,Food & Drink,17.29
TXN0039187,U00662,2025-02-26,Shopping,188.11
TXN0039188,U05201,2025-12-02,Transfer,733.73
TXN0039189,U00679,2025-12-29,Shopping,179.99
TXN0039190,U06068,2025-07-15,Shopping,89.51
TXN0039191,U00979,2025-12-21,Shopping,130.15
TXN0039192,U03985,2025-03-08,Transfer,292.15
TXN0039193,U00784,2025-10-02,Bills,401.74
TXN0039194,U00758,2025-07-06,Food & Drink,60.7
TXN0039195,U01515,2025-12-16,Crypto,915.2
TXN0039196,U04313,2025-08-23,Food & Drink,61.66
TXN0039197,U07907,2025-06-24,Entertainment,55.21
TXN0039198,U01687,2025-09-20,Bills,349.31
TXN0039199,U05554,2025-01-16,Travel,1309.51
TXN0039200,U01639,2025-12-03,Bills,402.48
TXN0039201,U06385,2025-06-25,Shopping,167.9
TXN0039202,U07286,2025-01-27,Food & Drink,25.68
TXN0039203,U06618,2025-08-09,Bills,304.72
TXN0039204,U01259,2025-01-21,Shopping,159.47
TXN0039205,U03758,2025-11-22,Shopping,124.54
TXN0039206,U03059,2025-06-16,Food & Drink,56.52
TXN0039207,U07148,2025-12-25,Travel,1253.38
TXN0039208,U02090,2025-11-09,Food & Drink,9.17
TXN0039209,U05666,2025-10-19,Transfer,1236.76
TXN0039210,U04168,2025-10-19,Stocks,4927.41
TXN0039211,U06786,2025-12-04,Bills,476.12
TXN0039212,U03357,2025-07-29,Food & Drink,5.75
TXN0039213,U04796,2025-07-26,Bills,142.47
TXN0039214,U05736,2025-05-19,Stocks,1584.88
