user_id,signup_date,country,age,plan,adopted_features,churned,days_inactive
U04272,2025-03-12,UK,40,Premium,Stocks; Vaults; Crypto; Budgeting,0,4
U04273,2024-08-17,France,42,Plus,Rewards; Stocks; Card Payments; Travel Insurance; Vaults,0,59
U04274,2024-12-13,Spain,39,Metal,Rewards; Budgeting; Vaults; Card Payments; Travel Insurance; Crypto; FX Transfer,0,24
U04275,2025-07-08,UK,33,Premium,Vaults; Card Payments; Rewards,0,64
U04276,2024-07-29,Portugal,38,Plus,Budgeting; Card Payments,1,176
U04277,2024-11-29,Poland,18,Standard,Rewards; Stocks,1,160
U04278,2024-03-03,UK,33,Metal,Vaults; Crypto; FX Transfer; Card Payments,0,58
U04279,2024-08-09,Spain,40,Standard,Stocks; Rewards,1,99
U04280,2025-09-03,Germany,32,Standard,Vaults; Budgeting,0,15
U04281,2025-01-13,UK,41,Standard,Card Payments,0,36
U04282,2025-10-14,Other,24,Plus,Card Payments,0,2
U04283,2025-05-05,Poland,21,Standard,Rewards; Vaults,0,20
U04284,2024-06-29,France,30,Plus,Stocks; FX Transfer; Travel Insurance,0,15
U04285,2024-06-05,UK,26,Metal,FX Transfer; Budgeting,1,94
U04286,2025-03-17,Germany,60,Standard,Crypto; Card Payments,0,40
U04287,2024-10-22,UK,33,Standard,FX Transfer,0,76
U04288,2025-10-18,Spain,23,Standard,Travel Insurance,0,1
U04289,2025-07-08,Other,46,Plus,Card Payments; Rewards,0,6
U04290,2025-08-19,France,50,Metal,Stocks; Vaults; Travel Insurance; Budgeting; Crypto; Rewards,0,15
U04291,2025-01-25,Other,39,Plus,Budgeting,0,47
U04292,2025-02-12,Spain,35,Plus,Budgeting,0,25
U04293,2025-08-19,UK,18,Metal,Rewards; FX Transfer,0,2
U04294,2025-07-05,UK,21,Standard,Rewards,0,2
U04295,2024-08-26,Spain,44,Plus,Stocks; FX Transfer; Budgeting; Vaults,0,31
U04296,2024-08-29,UK,43,Premium,Stocks,0,17
U04297,2024-05-10,UK,21,Plus,Vaults; Rewards; Budgeting; Crypto; Card Payments; FX Transfer,1,148
U04298,2024-04-28,Germany,41,Plus,FX Transfer; Crypto; Card Payments,1,121
U04299,2024-12-14,Poland,56,Standard,Budgeting; FX Transfer,1,242
U04300,2024-09-06,UK,28,Standard,Rewards; Travel Insurance,0,81
U04301,2024-10-14,UK,46,Plus,FX Transfer,0,8
U04302,2024-03-29,Portugal,39,Standard,Travel Insurance; Crypto; Card Payments,0,63
U04303,2024-07-21,Spain,25,Standard,Vaults,0,19
U04304,2024-10-15,Portugal,29,Plus,Vaults; Travel Insurance; Budgeting,1,151
U04305,2025-03-15,Poland,38,Standard,Vaults,0,27
U04306,2025-12-20,UK,53,Standard,Card Payments,0,1
U04307,2025-02-21,UK,35,Standard,Rewards,0,30
U04308,2024-04-19,Portugal,33,Standard,Crypto,0,62
U04309,2024-01-30,Poland,35,Plus,Rewards,0,1
U04310,2024-12-21,Spain,37,Premium,Rewards; Vaults,0,12
U04311,2025-05-29,France,18,Standard,FX Transfer; Card Payments,0,33
U04312,2025-08-22,Poland,27,Standard,FX Transfer,0,13
U04313,2025-05-24,Portugal,33,Plus,Vaults,0,10
U04314,2025-04-29,UK,25,Standard,Vaults,0,30
U04315,2024-05-02,Spain,29,Plus,Rewards,0,45
U04316,2025-12-11,Spain,32,Plus,Card Payments; Budgeting,0,1
U04317,2025-01-06,UK,31,Standard,Rewards,0,8
U04318,2025-08-14,Spain,46,Premium,Stocks,0,20
U04319,2024-10-09,France,19,Premium,Rewards,0,61
U04320,2025-07-10,UK,45,Premium,Budgeting,0,17
U04321,2025-02-18,Poland,21,Plus,Budgeting; Stocks,0,10
U04322,2024-08-27,UK,30,Premium,Travel Insurance; FX Transfer; Stocks,0,25
U04323,2025-11-02,Germany,18,Standard,Stocks; Crypto; Travel Insurance,0,2
U04324,2024-03-17,France,51,Plus,Budgeting,1,167
U04325,2024-11-23,Poland,41,Standard,Budgeting,0,4
U04326,2024-11-09,UK,38,Plus,Budgeting,0,80
U04327,2025-10-09,Portugal,44,Standard,Rewards,0,9
U04328,2025-09-02,Other,34,Plus,Travel Insurance; Vaults; FX Transfer; Rewards; Budgeting,0,18
U04329,2025-12-01,Portugal,44,Metal,Rewards; Stocks; FX Transfer; Crypto; Travel Insurance; Card Payments,0,1
U04330,2024-09-14,UK,21,Standard,Stocks,0,66
U04331,2025-10-19,UK,25,Plus,Vaults; FX Transfer; Budgeting,0,4
U04332,2024-04-07,Spain,36,Plus,Rewards,0,6
U04333,2025-02-06,UK,51,Plus,Rewards,0,89
U04334,2024-12-22,UK,46,Standard,Stocks; Rewards; Card Payments,0,60
U04335,2024-07-12,UK,56,Standard,Vaults,0,42
U04336,2024-01-29,UK,33,Metal,FX Transfer; Stocks; Crypto,0,33
U04337,2025-02-16,Spain,24,Standard,FX Transfer,0,32
U04338,2024-02-16,Germany,32,Standard,FX Transfer; Travel Insurance; Crypto,1,685
U04339,2025-04-20,Portugal,38,Premium,FX Transfer; Vaults; Stocks; Rewards,0,34
U04340,2024-05-12,France,21,Standard,Stocks; Rewards,1,207
U04341,2024-10-24,Portugal,35,Plus,Vaults,1,194
U04342,2024-03-21,Other,41,Standard,FX Transfer,0,58
U04343,2025-12-15,Portugal,37,Premium,Crypto; Rewards; Stocks; FX Transfer,0,2
U04344,2025-11-04,France,32,Plus,Rewards,0,8
U04345,2024-12-25,Other,42,Standard,Travel Insurance,0,5
U04346,2024-11-03,UK,36,Metal,FX Transfer; Card Payments,0,14
U04347,2024-09-23,Poland,24,Premium,Rewards; FX Transfer; Card Payments; Travel Insurance,1,247
U04348,2024-02-06,Poland,39,Premium,Budgeting,1,133
U04349,2024-02-26,France,18,Premium,Budgeting; FX Transfer; Travel Insurance; Card Payments,1,180
U04350,2024-03-25,Spain,44,Premium,Crypto; FX Transfer; Rewards; Stocks; Vaults,0,22
U04351,2024-07-26,UK,39,Plus,Budgeting,1,138
U04352,2024-12-10,France,43,Standard,FX Transfer,0,44
U04353,2025-08-01,Spain,41,Standard,Vaults; Stocks,0,20
U04354,2025-02-24,Germany,29,Standard,Vaults,0,21
U04355,2024-09-08,Poland,49,Metal,Crypto; Stocks; Travel Insurance,0,29
U04356,2024-12-31,UK,43,Standard,Crypto,0,14
U04357,2025-01-20,Other,35,Plus,FX Transfer,0,2
U04358,2024-02-05,Other,21,Standard,Rewards,0,50
U04359,2024-11-22,Poland,40,Metal,Travel Insurance; Card Payments; Budgeting; Stocks; Crypto,0,46
U04360,2024-06-16,Spain,40,Standard,Crypto,0,67
U04361,2024-10-08,UK,43,Standard,FX Transfer,1,149
U04362,2025-07-20,Spain,18,Standard,FX Transfer,0,20
U04363,2025-03-26,Spain,48,Premium,Vaults; Travel Insurance; FX Transfer; Card Payments,1,122
U04364,2025-11-01,UK,26,Standard,Rewards,0,2
U04365,2025-02-27,UK,25,Premium,Card Payments; Vaults,0,21
U04366,2024-10-03,Germany,66,Metal,Card Payments; Budgeting; Vaults; Crypto,0,41
U04367,2025-01-10,France,18,Standard,Travel Insurance,0,60
U04368,2025-12-25,Spain,33,Metal,FX Transfer; Budgeting; Crypto; Stocks,0,1
U04369,2025-01-21,Other,22,Plus,Rewards; Stocks,0,36
U04370,2024-08-04,Other,32,Standard,Stocks; FX Transfer,0,46
U04371,2024-05-23,France,27,Standard,Crypto; Rewards,0,10
U04372,2024-12-31,Spain,44,Premium,Stocks; Rewards; Travel Insurance; Budgeting; Crypto,0,2
U04373,2024-02-06,UK,34,Standard,Stocks,0,87
U04374,2024-02-21,Poland,18,Premium,Rewards; Travel Insurance,0,84
U04375,2024-02-20,Other,35,Standard,Crypto; Card Payments; Rewards,0,20
U04376,2024-08-04,Portugal,32,Plus,FX Transfer,1,154
U04377,2025-04-18,Spain,35,Standard,Rewards,0,55
U04378,2025-08-10,Poland,50,Standard,Stocks,0,16
U04379,2025-02-22,Portugal,29,Standard,Rewards,0,2
U04380,2024-04-22,Spain,37,Premium,FX Transfer; Crypto; Rewards,1,117
U04381,2024-08-03,Germany,38,Plus,Budgeting,0,20
U04382,2025-11-01,UK,21,Premium,Budgeting,0,4
U04383,2025-05-20,UK,18,Standard,FX Transfer; Travel Insurance; Vaults,0,34
U04384,2024-12-13,Germany,44,Standard,Crypto,0,9
U04385,2025-12-23,UK,29,Plus,FX Transfer,0,1
U04386,2025-09-09,Germany,35,Standard,Rewards,0,4
U04387,2024-01-31,Germany,18,Premium,Card Payments; FX Transfer; Rewards,0,2
U04388,2024-03-16,Spain,56,Premium,Travel Insurance; Card Payments; Crypto; FX Transfer; Budgeting,1,141
U04389,2025-02-01,Other,32,Premium,Rewards; Crypto; Budgeting; FX Transfer,0,18
U04390,2025-12-24,UK,42,Standard,Rewards,0,3
U04391,2024-05-22,Germany,41,Plus,Rewards,0,70
U04392,2025-07-25,Poland,33,Standard,Rewards,0,1
U04393,2024-06-18,France,46,Plus,Budgeting; Card Payments; FX Transfer,1,170
U04394,2024-08-18,Portugal,39,Standard,Stocks; Budgeting,0,74
U04395,2024-06-01,Germany,18,Plus,Travel Insurance; FX Transfer,0,17
U04396,2024-08-02,France,40,Plus,FX Transfer,1,139
U04397,2025-08-04,Spain,33,Standard,Rewards; Card Payments,0,14
U04398,2025-07-19,France,45,Plus,Card Payments; Budgeting; Stocks,1,96
U04399,2025-11-16,Poland,26,Standard,Travel Insurance; Budgeting,0,2
U04400,2025-07-08,UK,49,Standard,Stocks,0,27
U04401,2025-11-04,Spain,23,Plus,Crypto,0,10
U04402,2024-04-03,UK,54,Plus,FX Transfer; Rewards,0,51
U04403,2025-09-25,UK,37,Metal,Card Payments; FX Transfer; Rewards; Budgeting; Travel Insurance,0,12
U04404,2025-05-17,UK,29,Plus,Budgeting; Stocks; Travel Insurance,0,29
U04405,2024-04-03,Portugal,27,Standard,Vaults,1,567
U04406,2024-07-02,UK,40,Standard,Budgeting,0,13
U04407,2024-05-08,Spain,39,Premium,Rewards; Travel Insurance; Crypto; Stocks,0,33
U04408,2024-03-19,France,41,Premium,Vaults,1,110
U04409,2025-02-08,UK,18,Standard,Budgeting,0,61
U04410,2025-06-16,UK,49,Premium,Travel Insurance; Stocks; Crypto; Card Payments,0,14
U04411,2025-05-20,France,29,Standard,Vaults; Card Payments,0,68
U04412,2024-06-24,Germany,35,Standard,Rewards; Budgeting; Crypto,0,8
U04413,2025-06-12,UK,43,Plus,Vaults,0,33
U04414,2024-09-19,Spain,24,Metal,FX Transfer; Vaults,0,34
U04415,2025-01-09,Poland,26,Premium,Stocks; Vaults; Rewards,0,2
U04416,2025-11-19,Spain,30,Standard,Travel Insurance,0,4
U04417,2025-06-15,Portugal,19,Premium,Budgeting; Vaults; Travel Insurance,0,2
U04418,2024-12-20,Other,30,Standard,FX Transfer,1,115
U04419,2025-12-03,UK,21,Metal,Budgeting; Travel Insurance; Rewards,0,10
U04420,2024-04-03,UK,28,Standard,Stocks; Travel Insurance,0,22
U04421,2025-06-27,Poland,38,Metal,Card Payments; Vaults; Travel Insurance; Budgeting; FX Transfer,0,18
U04422,2024-09-29,UK,23,Plus,Vaults,0,60
U04423,2024-11-23,Germany,25,Plus,Card Payments; Crypto; Budgeting; Rewards,1,177
U04424,2025-02-16,UK,27,Standard,Travel Insurance,0,70
U04425,2024-09-01,Other,34,Metal,Crypto; Budgeting; Stocks; Vaults; Rewards; Travel Insurance; Card Payments,0,55
U04426,2025-06-18,UK,18,Standard,Vaults; FX Transfer,0,1
U04427,2025-03-28,UK,18,Plus,Stocks; Card Payments,0,46
U04428,2025-08-15,Poland,30,Plus,Rewards,0,1
U04429,2025-01-21,Poland,49,Standard,Rewards,0,33
U04430,2024-10-20,Spain,41,Premium,Travel Insurance; Budgeting,0,39
U04431,2025-03-01,Portugal,21,Standard,Crypto,0,27
U04432,2025-10-11,Spain,38,Plus,Budgeting,0,3
U04433,2024-06-04,Portugal,21,Plus,Rewards; Vaults,1,104
U04434,2025-08-07,France,38,Premium,Card Payments; Travel Insurance; Stocks; Crypto,0,33
U04435,2024-05-10,Poland,37,Premium,Budgeting; FX Transfer,0,39
U04436,2024-11-12,UK,53,Plus,Budgeting; Card Payments; Rewards,0,34
U04437,2024-10-07,France,36,Plus,Budgeting; Vaults; Crypto; FX Transfer; Travel Insurance,1,95
U04438,2025-07-02,France,45,Standard,Vaults,0,2
U04439,2025-11-16,Other,28,Premium,Budgeting; FX Transfer; Stocks; Card Payments,0,11
U04440,2025-10-16,UK,36,Standard,Travel Insurance,0,45
U04441,2024-03-12,Poland,34,Standard,Vaults; Rewards,0,42
U04442,2025-07-12,UK,29,Standard,Card Payments,0,3
U04443,2025-03-28,Germany,46,Standard,FX Transfer,0,33
U04444,2024-03-16,UK,37,Standard,Rewards,1,95
U04445,2025-02-17,UK,39,Standard,Travel Insurance; Card Payments,0,11
U04446,2025-09-03,Portugal,30,Metal,Rewards; Budgeting,0,17
U04447,2025-03-28,UK,38,Premium,Card Payments; Travel Insurance; Stocks; Budgeting,0,19
U04448,2024-11-12,Other,23,Standard,Rewards,0,33
U04449,2025-02-24,France,35,Metal,Stocks; Card Payments; Travel Insurance; Rewards; Crypto; Vaults; Budgeting,0,29
U04450,2024-09-02,Portugal,38,Standard,Rewards,1,156
U04451,2024-09-30,UK,38,Plus,Card Payments; Budgeting; Stocks,0,23
U04452,2024-11-18,UK,46,Plus,Card Payments,1,96
U04453,2025-08-14,Germany,18,Standard,Crypto,0,21
U04454,2025-09-18,UK,32,Standard,Travel Insurance; Card Payments,0,5
U04455,2024-07-23,Spain,37,Standard,Rewards,0,34
U04456,2024-08-29,Poland,54,Plus,Card Payments; Travel Insurance,0,80
U04457,2025-07-10,Germany,38,Plus,Stocks; Card Payments; Travel Insurance; Vaults,0,15
U04458,2025-02-09,Spain,23,Standard,Stocks,1,99
U04459,2025-08-03,Spain,29,Premium,Rewards; Stocks,0,8
U04460,2025-02-04,Poland,50,Premium,Vaults; Rewards; Crypto,0,5
U04461,2024-08-22,UK,40,Plus,Crypto; Vaults,0,88
U04462,2025-04-02,Other,45,Standard,Travel Insurance; FX Transfer,0,19
U04463,2025-05-01,France,19,Metal,Rewards; FX Transfer; Card Payments,0,21
U04464,2025-09-16,Portugal,36,Premium,Travel Insurance; Stocks; FX Transfer; Rewards; Vaults; Budgeting,0,7
U04465,2025-04-10,Portugal,39,Standard,Stocks; Crypto,0,58
U04466,2024-10-02,Poland,27,Plus,Crypto; Stocks; Rewards,1,119
U04467,2025-08-24,Spain,49,Premium,FX Transfer; Travel Insurance; Budgeting,0,23
U04468,2024-11-04,France,44,Standard,Budgeting; FX Transfer; Travel Insurance; Card Payments,0,26
U04469,2024-12-19,Other,41,Metal,Card Payments; Budgeting; Vaults; Travel Insurance; Rewards,0,34
U04470,2025-03-29,France,54,Standard,Stocks,0,10
U04471,2025-08-12,Poland,18,Standard,Budgeting,0,38
U04472,2024-01-22,UK,39,Standard,Stocks; Card Payments; Travel Insurance,0,86
U04473,2025-07-06,Germany,26,Standard,Vaults; Travel Insurance,0,30
U04474,2025-01-13,Spain,42,Metal,Budgeting; Rewards; Card Payments,0,41
U04475,2024-02-28,Portugal,38,Standard,Crypto,1,202
U04476,2025-11-29,Spain,33,Plus,Crypto; Card Payments; Budgeting; Travel Insurance,0,7
U04477,2025-04-29,Spain,36,Standard,Travel Insurance; FX Transfer; Vaults,0,51
U04478,2025-03-26,Spain,34,Premium,Vaults; Card Payments; FX Transfer,0,44
U04479,2024-04-27,UK,35,Standard,FX Transfer; Vaults,1,133
U04480,2025-07-07,UK,28,Metal,Budgeting; Travel Insurance; Vaults; Card Payments; Crypto; FX Transfer,0,9
U04481,2024-08-07,UK,52,Standard,Card Payments,0,44
U04482,2025-08-26,UK,45,Standard,Card Payments; Crypto,0,8
U04483,2024-08-26,Poland,32,Premium,Stocks; Rewards; Card Payments; FX Transfer,0,55
U04484,2024-07-07,UK,41,Standard,Budgeting,0,20
U04485,2024-03-20,France,18,Standard,Travel Insurance,1,132
U04486,2024-12-27,Other,41,Standard,Stocks; Budgeting,1,255
U04487,2024-02-24,France,18,Standard,Budgeting,1,111
U04488,2025-04-07,Spain,42,Plus,Rewards; Stocks; Travel Insurance,1,115
U04489,2025-03-24,Spain,35,Standard,Travel Insurance; Budgeting,0,27
U04490,2025-10-21,UK,40,Standard,Budgeting,0,30
U04491,2024-12-15,UK,26,Plus,Stocks; Vaults; Budgeting; Card Payments,1,118
U04492,2025-03-01,France,45,Metal,Budgeting; Vaults,0,45
U04493,2025-10-14,UK,33,Standard,Rewards,0,7
U04494,2024-12-14,UK,43,Standard,Stocks; Vaults; Crypto,1,115
U04495,2024-05-20,UK,27,Standard,Stocks,0,75
U04496,2024-05-11,UK,54,Premium,Stocks; Crypto; FX Transfer,0,8
U04497,2024-01-20,Portugal,47,Standard,Budgeting,0,37
U04498,2024-04-14,Poland,36,Standard,Vaults; Rewards,1,243
U04499,2025-01-25,Poland,40,Plus,FX Transfer,1,98
U04500,2025-02-10,Other,43,Standard,Rewards,1,110
U04501,2024-06-27,France,30,Standard,Travel Insurance,0,20
U04502,2024-08-08,UK,18,Standard,Budgeting,0,51
U04503,2024-07-28,UK,31,Standard,Rewards,0,1
U04504,2025-11-05,Germany,49,Standard,Travel Insurance; Crypto,0,10
U04505,2024-10-25,Spain,18,Premium,Rewards,0,29
U04506,2024-09-21,Other,21,Standard,Travel Insurance,0,8
U04507,2025-01-27,France,38,Premium,Travel Insurance; FX Transfer,0,9
U04508,2024-05-01,UK,32,Standard,Card Payments,0,16
U04509,2024-10-12,UK,64,Premium,Stocks; Rewards; Vaults; Budgeting; Travel Insurance,0,36
U04510,2025-09-06,Other,34,Plus,FX Transfer; Rewards,0,13
U04511,2025-08-23,Portugal,33,Standard,Stocks,0,5
U04512,2024-12-23,Spain,32,Premium,FX Transfer,0,7
U04513,2025-12-25,UK,40,Standard,Stocks; Crypto,0,2
U04514,2025-07-22,UK,31,Standard,Rewards; Travel Insurance; FX Transfer,0,24
U04515,2025-08-13,UK,24,Premium,Crypto,0,5
U04516,2024-03-17,France,50,Plus,Budgeting; Stocks; Rewards; Vaults,0,30
U04517,2025-06-03,Germany,39,Premium,Budgeting; Travel Insurance; Stocks; Card Payments; Vaults,0,3
U04518,2025-03-12,Germany,32,Premium,FX Transfer; Stocks,0,36
U04519,2024-11-20,Poland,32,Plus,Rewards; FX Transfer,1,106
U04520,2024-05-18,Other,38,Standard,FX Transfer; Vaults,0,27
U04521,2024-05-05,Portugal,18,Standard,Vaults,0,1
U04522,2024-12-04,UK,30,Standard,Rewards,0,57
U04523,2025-05-14,France,29,Premium,Card Payments; Rewards; Stocks; Vaults; Crypto,0,45
U04524,2025-09-23,UK,51,Standard,Stocks,0,1
U04525,2024-02-29,Poland,42,Plus,Vaults; FX Transfer,0,69
U04526,2025-07-22,Portugal,18,Standard,Card Payments,0,13
U04527,2024-10-18,Spain,28,Plus,Stocks; Travel Insurance,0,48
U04528,2024-11-20,UK,29,Standard,Crypto,0,26
U04529,2024-05-14,Poland,22,Standard,Vaults,0,51
U04530,2024-02-14,UK,39,Premium,Crypto,0,28
U04531,2025-02-25,Germany,28,Premium,Card Payments,0,6
U04532,2025-11-29,Germany,33,Premium,Travel Insurance,0,8
U04533,2025-06-10,Portugal,19,Metal,Crypto; Vaults; FX Transfer,0,63
U04534,2024-11-21,UK,41,Standard,Rewards; Vaults,0,53
U04535,2024-05-01,UK,24,Standard,FX Transfer,0,61
U04536,2024-03-28,Spain,44,Standard,Travel Insurance; Rewards; Vaults; FX Transfer,0,60
U04537,2024-11-02,Portugal,33,Standard,Stocks,0,65
U04538,2024-12-26,Germany,32,Standard,Travel Insurance,0,9
U04539,2024-08-03,Spain,41,Standard,Stocks; Rewards,0,35
U04540,2024-11-29,UK,18,Standard,Crypto,0,65
U04541,2024-02-22,Spain,20,Premium,Crypto,1,107
U04542,2025-12-30,UK,22,Plus,Crypto,0,1
U04543,2025-10-19,Portugal,28,Standard,Budgeting,0,13
U04544,2024-04-11,Poland,53,Standard,Stocks,1,100
U04545,2024-02-16,Poland,18,Plus,FX Transfer; Crypto,0,51
U04546,2025-07-15,UK,49,Plus,Card Payments; Crypto,0,75
U04547,2025-07-19,Portugal,24,Standard,Card Payments; Vaults,0,27
U04548,2025-12-09,Other,43,Premium,Stocks,0,3
U04549,2024-08-20,UK,33,Standard,Budgeting,0,42
U04550,2024-04-19,UK,18,Metal,Budgeting; Crypto; Stocks; Travel Insurance; Card Payments; Vaults,0,65
U04551,2024-01-14,UK,45,Premium,Stocks; Card Payments; Rewards; Budgeting; Travel Insurance; FX Transfer,0,22
U04552,2025-06-25,Spain,45,Plus,Vaults,0,24
U04553,2025-05-01,UK,22,Plus,Travel Insurance,1,174
U04554,2024-07-23,UK,47,Plus,Rewards; FX Transfer; Stocks; Travel Insurance,0,35
U04555,2024-07-09,Other,30,Plus,Budgeting,0,27
U04556,2024-06-21,Portugal,25,Metal,Travel Insurance; Budgeting; Card Payments,1,122
U04557,2025-04-26,Germany,43,Standard,FX Transfer; Travel Insurance,0,41
U04558,2025-09-10,UK,45,Plus,Vaults,0,7
U04559,2024-03-14,UK,32,Plus,Travel Insurance,1,455
U04560,2024-12-12,UK,33,Metal,Card Payments; FX Transfer; Crypto,0,65
U04561,2024-04-05,Portugal,18,Standard,Budgeting,1,110
U04562,2025-03-16,UK,39,Metal,Card Payments; Vaults; FX Transfer; Rewards; Stocks,0,79
U04563,2024-11-28,Poland,43,Standard,Crypto,0,29
U04564,2024-01-09,UK,37,Metal,Vaults; FX Transfer; Budgeting; Rewards,1,498
U04565,2025-09-05,UK,45,Standard,Crypto,1,91
U04566,2025-12-17,Germany,23,Standard,Card Payments; Stocks,0,2
U04567,2025-01-29,UK,52,Plus,Budgeting; Stocks,0,5
U04568,2024-05-25,Portugal,27,Standard,Vaults,0,42
U04569,2025-04-03,Spain,33,Plus,Vaults; Stocks,0,10
U04570,2024-09-19,France,40,Plus,Crypto; Stocks; Rewards,0,44
U04571,2025-04-19,Portugal,24,Standard,Crypto,0,32
U04572,2025-12-02,Portugal,18,Plus,Card Payments; FX Transfer,0,4
U04573,2024-03-27,Other,31,Plus,Rewards,0,30
U04574,2025-12-03,UK,31,Standard,Travel Insurance; Rewards,0,7
U04575,2024-03-27,Poland,34,Premium,Budgeting; Travel Insurance; Rewards,0,83
U04576,2024-04-22,Portugal,24,Standard,Vaults; Budgeting,0,62
U04577,2025-06-10,UK,37,Plus,Crypto; Budgeting; Stocks; Card Payments,0,4
U04578,2024-06-13,UK,35,Standard,Budgeting; Travel Insurance,0,81
U04579,2025-11-21,Poland,49,Premium,Rewards; Card Payments; FX Transfer,0,1
U04580,2024-05-21,Portugal,46,Plus,Vaults; Card Payments; Crypto,0,3
U04581,2025-07-11,Portugal,18,Metal,Vaults; Stocks; Travel Insurance; FX Transfer,0,1
U04582,2025-06-12,UK,49,Premium,Budgeting; Rewards; Card Payments; Travel Insurance; Vaults,0,25
U04583,2024-03-20,Portugal,26,Plus,Vaults; Rewards; Budgeting; FX Transfer,1,305
U04584,2025-02-27,Portugal,41,Standard,Crypto,0,8
U04585,2025-05-10,France,19,Plus,Travel Insurance,0,54
U04586,2025-12-04,Spain,18,Metal,FX Transfer; Rewards; Travel Insurance; Stocks; Vaults,0,1
U04587,2025-10-11,Germany,37,Premium,FX Transfer; Budgeting; Vaults; Stocks,0,9
U04588,2025-04-05,France,24,Premium,Budgeting; Vaults,0,71
U04589,2024-03-01,Other,47,Plus,Stocks; Rewards; Travel Insurance,1,111
U04590,2025-02-27,France,18,Standard,Stocks,0,22
U04591,2024-09-21,Germany,18,Plus,Travel Insurance; FX Transfer,0,31
U04592,2024-02-17,UK,21,Premium,Vaults; Rewards; Crypto,0,59
U04593,2024-11-18,Portugal,32,Plus,Travel Insurance; Card Payments; FX Transfer; Stocks,0,11
U04594,2025-12-15,Other,52,Premium,Travel Insurance; Budgeting; Vaults,0,1
U04595,2025-07-05,Spain,36,Premium,Card Payments; Vaults; Travel Insurance; FX Transfer,0,35
U04596,2024-09-13,UK,35,Standard,Rewards; Stocks,1,98
U04597,2024-02-03,Germany,33,Standard,Crypto,1,129
U04598,2025-01-27,UK,37,Metal,Vaults; Crypto; Travel Insurance,0,7
U04599,2024-05-18,Germany,18,Plus,Budgeting; Card Payments; Travel Insurance,1,98
U04600,2025-09-28,Poland,20,Standard,Vaults; Budgeting,0,11
U04601,2025-04-02,Poland,38,Metal,Card Payments; Travel Insurance; Stocks; Crypto; Budgeting,0,56
U04602,2024-11-05,UK,27,Metal,Travel Insurance; FX Transfer; Rewards; Budgeting,0,16
U04603,2024-01-19,Spain,18,Metal,Rewards; Budgeting; Card Payments,0,55
U04604,2025-07-25,Spain,19,Standard,Vaults,0,29
U04605,2024-08-20,France,18,Standard,Travel Insurance; Rewards,0,72
U04606,2024-07-10,Germany,18,Standard,Stocks,0,30
U04607,2024-07-01,Spain,37,Plus,Rewards; Crypto; Card Payments,0,79
U04608,2025-10-19,Spain,18,Standard,Travel Insurance,0,5
U04609,2024-04-28,France,22,Standard,Travel Insurance; Crypto,0,5
U04610,2024-04-27,France,18,Premium,Rewards; Travel Insurance; Crypto; Vaults; Card Payments; Budgeting,1,135
U04611,2025-01-20,France,52,Standard,Travel Insurance,0,57
U04612,2025-06-23,Other,19,Plus,Vaults; Stocks; Budgeting,0,28
U04613,2024-05-19,Germany,41,Premium,Card Payments; Budgeting,1,100
U04614,2025-03-01,Other,38,Plus,Card Payments; Vaults,1,115
U04615,2024-03-22,Spain,53,Metal,Budgeting,1,129
U04616,2024-07-07,Germany,28,Standard,FX Transfer,0,7
U04617,2025-11-02,France,18,Standard,Stocks; Budgeting,0,9
U04618,2024-02-04,France,20,Standard,FX Transfer,1,156
U04619,2024-09-10,UK,23,Standard,FX Transfer; Travel Insurance,0,8
U04620,2024-09-26,UK,25,Standard,Rewards,1,93
U04621,2025-10-09,UK,39,Metal,Crypto; FX Transfer; Travel Insurance,0,7
U04622,2025-12-07,France,38,Plus,Crypto,0,1
U04623,2025-02-19,Poland,42,Standard,Travel Insurance; Crypto,0,43
U04624,2025-10-09,Spain,25,Plus,Vaults; Budgeting; FX Transfer; Card Payments,0,9
U04625,2025-10-17,UK,40,Plus,Vaults; Crypto; Card Payments,0,6
U04626,2024-07-06,Poland,29,Standard,Rewards,1,168
U04627,2024-08-19,Poland,34,Standard,Vaults,0,3
U04628,2025-03-09,UK,53,Premium,Card Payments; Travel Insurance; Budgeting,0,17
U04629,2024-09-09,UK,45,Standard,FX Transfer,0,71
U04630,2024-08-28,Other,18,Plus,Stocks; Travel Insurance,0,32
U04631,2025-10-23,UK,26,Standard,Card Payments,0,1
U04632,2025-01-12,Portugal,33,Plus,Budgeting,0,88
U04633,2025-07-24,Spain,29,Metal,Stocks; Rewards; Budgeting; Card Payments,0,5
U04634,2025-09-06,Poland,31,Standard,Card Payments,0,36
U04635,2024-09-05,Portugal,42,Standard,Travel Insurance; Crypto; Rewards,1,155
U04636,2025-11-11,UK,52,Standard,Travel Insurance; Vaults,0,5
U04637,2024-04-15,UK,24,Plus,Stocks; Crypto,1,216
U04638,2024-04-13,Poland,24,Premium,Crypto; Stocks; Travel Insurance; FX Transfer,0,69
U04639,2025-03-13,Germany,26,Plus,Travel Insurance; Crypto; Budgeting,0,48
U04640,2025-12-09,France,18,Standard,Budgeting,0,3
U04641,2024-06-24,Poland,28,Metal,FX Transfer; Travel Insurance; Crypto,0,35
U04642,2024-01-11,Spain,31,Standard,Budgeting; Rewards; FX Transfer,0,89
U04643,2025-07-21,Portugal,45,Standard,Crypto,0,18
U04644,2024-11-19,Poland,46,Metal,Card Payments; Rewards,0,68
